ship_mode,segment,country,city,state,postal_code,region,category,sub-category,sales,quantity,discount,profit,Cluster,PCA1,PCA2
Standard Class,Consumer,United States,Fort Lauderdale,Florida,33311,South,Furniture,Bookcases,723.92,5,0.2,-81.441,1,0.30074115280583685,0.7593618111875706
Standard Class,Consumer,United States,Houston,Texas,77041,Central,Furniture,Furnishings,21.968,4,0.6,-15.9268,3,-0.8941190509129695,1.5673882380573902
Standard Class,Consumer,United States,Houston,Texas,77041,Central,Technology,Phones,619.152,6,0.2,69.6546,1,0.744666268245795,0.8803676392985085
Standard Class,Consumer,United States,Houston,Texas,77041,Central,Office Supplies,Paper,127.904,7,0.2,41.5688,1,0.2889633488154091,1.015453056730616
Second Class,Consumer,United States,Lakewood,California,90712,West,Furniture,Furnishings,94.2,5,0.0,39.564,1,0.25171726975182196,-0.25746333071305866
First Class,Home Office,United States,San Francisco,California,94122,West,Office Supplies,Supplies,49.5,5,0.0,13.365,1,0.13235932506924694,-0.25127456154664635
First Class,Corporate,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Art,16.52,5,0.2,1.652,1,-0.19662064036521315,0.44274521073467166
Second Class,Home Office,United States,Seattle,Washington,98115,West,Office Supplies,Binders,55.36,4,0.2,19.376,0,-0.23654653980750812,0.15806577130672125
Second Class,Home Office,United States,Seattle,Washington,98115,West,Technology,Machines,11.56,1,0.2,3.757,0,-0.7140273028048632,-0.694744173170706
Second Class,Consumer,United States,Los Angeles,California,90036,West,Office Supplies,Paper,17.12,4,0.0,7.704,0,-0.046412178937173115,-0.5413841948557961
Second Class,Consumer,United States,Cleveland,Ohio,44105,East,Furniture,Furnishings,182.352,3,0.2,-18.2352,0,-0.34025583652217456,-0.049692760821317336
Second Class,Consumer,United States,Cleveland,Ohio,44105,East,Office Supplies,Storage,118.16,2,0.2,-25.109,0,-0.5552322478267939,-0.3499181073275008
Standard Class,Consumer,United States,Decatur,Illinois,62521,Central,Office Supplies,Fasteners,18.368,2,0.2,6.1992,0,-0.5706327440439332,-0.4108970106691878
Standard Class,Consumer,United States,Decatur,Illinois,62521,Central,Furniture,Chairs,600.558,3,0.3,-8.5794,0,-0.012986585062099586,0.4364265295663884
Standard Class,Consumer,United States,Decatur,Illinois,62521,Central,Office Supplies,Storage,50.352,3,0.2,-8.1822,0,-0.44830639404661404,-0.10423182650685434
Standard Class,Consumer,United States,Decatur,Illinois,62521,Central,Office Supplies,Art,28.032,6,0.2,3.504,1,-0.050024056597432656,0.7287291448774428
Standard Class,Consumer,United States,Decatur,Illinois,62521,Central,Furniture,Furnishings,7.692,1,0.6,-3.6537,3,-1.2631621414676488,0.7016716397236894
First Class,Consumer,United States,Mansfield,Texas,76063,Central,Furniture,Tables,517.405,5,0.3,-81.3065,1,-0.04300906342652286,1.0349224115582343
Second Class,Home Office,United States,Houston,Texas,77070,Central,Office Supplies,Binders,8.608,8,0.8,-13.3424,3,-0.6447110050978517,3.3903624102374295
Second Class,Home Office,United States,Houston,Texas,77070,Central,Technology,Accessories,159.56,5,0.2,33.9065,1,0.04110548408198099,0.46590593242348544
Second Class,Corporate,United States,Richmond,Virginia,23223,South,Office Supplies,Appliances,2104.55,7,0.0,694.5015,1,4.41562242090464,0.4671138590570547
Second Class,Corporate,United States,Richmond,Virginia,23223,South,Office Supplies,Supplies,40.7,5,0.0,11.803,1,0.11891493161605494,-0.2530512182913149
Standard Class,Home Office,United States,Arlington,Virginia,22204,South,Technology,Accessories,47.79,3,0.0,16.2486,0,-0.12043016750126553,-0.8212751445485106
Standard Class,Consumer,United States,San Francisco,California,94122,West,Office Supplies,Art,5.16,2,0.0,1.3416,0,-0.33562548498521805,-1.1072682717713016
Standard Class,Home Office,United States,San Diego,California,92024,West,Technology,Accessories,21.21,7,0.0,4.4541,1,0.33735209285985307,0.3132542084377069
Second Class,Corporate,United States,Watertown,New York,13601,East,Office Supplies,Storage,96.36,6,0.0,25.0536,1,0.34291953524318863,0.03887868484953637
Same Day,Corporate,United States,Los Angeles,California,90036,West,Office Supplies,Supplies,231.72,2,0.0,11.586,0,-0.07328678845629553,-1.0365643278944472
Same Day,Corporate,United States,Los Angeles,California,90036,West,Office Supplies,Fasteners,17.9,5,0.0,8.95,1,0.08742004300468467,-0.2586489006436245
Same Day,Corporate,United States,Los Angeles,California,90036,West,Office Supplies,Paper,12.48,2,0.0,5.616,0,-0.31612409202307695,-1.1082684859191951
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Art,8.016,3,0.2,1.1022,0,-0.4660176001236879,-0.1267716950180669
Standard Class,Corporate,United States,Akron,Ohio,44312,East,Technology,Phones,259.896,2,0.4,-56.3108,0,-0.7584817804889266,0.4214396065831316
Standard Class,Corporate,United States,Akron,Ohio,44312,East,Technology,Phones,247.188,2,0.4,-49.4376,0,-0.7523732379917845,0.411270183243149
Standard Class,Corporate,United States,Akron,Ohio,44312,East,Technology,Accessories,279.96,5,0.2,48.993,1,0.2074783551726838,0.4954484167262425
Standard Class,Home Office,United States,San Francisco,California,94110,West,Technology,Accessories,450.0,5,0.0,162.0,1,0.9610440848723691,-0.23500759635093807
Second Class,Home Office,United States,Grand Rapids,Michigan,49505,Central,Office Supplies,Paper,19.44,3,0.0,9.5256,0,-0.16847003198165836,-0.8255904141761298
Second Class,Home Office,United States,San Francisco,California,94109,West,Furniture,Tables,300.904,1,0.2,11.2839,0,-0.39452487824072796,-0.5998187077293068
Standard Class,Corporate,United States,Nashville,Tennessee,37211,South,Technology,Phones,239.976,3,0.2,26.9973,0,-0.15435091436296797,-0.06721520034209759
Standard Class,Corporate,United States,Nashville,Tennessee,37211,South,Furniture,Furnishings,31.168,4,0.2,9.3504,0,-0.28953119483773093,0.15795557289846365
Standard Class,Corporate,United States,Nashville,Tennessee,37211,South,Furniture,Tables,120.96,2,0.4,-28.224,0,-0.823265989531999,0.3494537396879169
Standard Class,Corporate,United States,Nashville,Tennessee,37211,South,Technology,Phones,2239.936,8,0.2,223.9936,1,3.107107954362259,1.8856651741816195
Standard Class,Corporate,United States,Nashville,Tennessee,37211,South,Office Supplies,Appliances,76.608,8,0.2,6.7032,1,0.26811458799824756,1.3100540117285233
Standard Class,Corporate,United States,Nashville,Tennessee,37211,South,Office Supplies,Storage,142.776,1,0.2,17.847,0,-0.539283864508751,-0.6605888900352419
Standard Class,Corporate,United States,Nashville,Tennessee,37211,South,Office Supplies,Paper,91.36,5,0.2,29.692,1,-0.04102606535462262,0.44556414033345926
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19120,East,Office Supplies,Appliances,3.552,2,0.2,0.444,0,-0.6020064287348277,-0.4112850279931968
First Class,Consumer,United States,Houston,Texas,77041,Central,Technology,Phones,115.136,8,0.2,11.5136,1,0.321305593479374,1.319521999848996
Standard Class,Home Office,United States,Reno,Nevada,89502,West,Office Supplies,Fasteners,4.71,1,0.0,0.0,0,-0.4693846010891465,-1.3898085233628972
Standard Class,Home Office,United States,New York City,New York,10009,East,Furniture,Chairs,172.764,2,0.1,13.4372,0,-0.260030378166231,-0.710826485282503
Standard Class,Home Office,United States,New York City,New York,10009,East,Office Supplies,Art,3.52,2,0.0,1.6896,0,-0.33634416706135817,-1.1081317057321394
First Class,Corporate,United States,Los Angeles,California,90008,West,Technology,Phones,79.968,4,0.2,-17.9928,0,-0.31564310222190706,0.19779798920171013
First Class,Corporate,United States,Los Angeles,California,90008,West,Furniture,Bookcases,305.9745,3,0.15,25.1979,0,-0.02575134025599492,-0.21658365673011015
First Class,Corporate,United States,Los Angeles,California,90008,West,Office Supplies,Storage,344.91,3,0.0,10.3473,0,0.16954919528762885,-0.7124452696720959
Standard Class,Consumer,United States,San Diego,California,92037,West,Furniture,Tables,626.352,3,0.2,-23.4882,0,0.10304261855272347,0.10996679289210982
Standard Class,Consumer,United States,San Francisco,California,94110,West,Furniture,Bookcases,359.499,3,0.15,-29.6058,0,-0.12376692890467043,-0.15221604414611303
Standard Class,Corporate,United States,San Diego,California,92105,West,Technology,Phones,71.952,6,0.2,5.3964,1,0.0005703332552362947,0.7425134348071949
Standard Class,Corporate,United States,San Diego,California,92105,West,Office Supplies,Binders,29.8,5,0.2,9.3125,1,-0.16150429638705782,0.4410090348691328
Second Class,Corporate,United States,Elyria,Ohio,44035,East,Office Supplies,Binders,1.824,1,0.7,-1.3984,3,-1.3940157106366011,1.0456398393398454
Second Class,Home Office,United States,Houston,Texas,77070,Central,Office Supplies,Appliances,64.384,4,0.8,-160.96,3,-1.5180789935841625,2.3988242032015217
Second Class,Home Office,United States,Houston,Texas,77070,Central,Furniture,Furnishings,6.984,2,0.6,-4.5396,3,-1.1368253828663328,0.9856622596617829
Second Class,Home Office,United States,Houston,Texas,77070,Central,Office Supplies,Art,11.264,8,0.2,3.9424,1,0.19299340798000114,1.2895002345008537
Second Class,Home Office,United States,Houston,Texas,77070,Central,Office Supplies,Paper,15.552,3,0.2,5.6376,0,-0.4455636718257499,-0.12791376197089308
Second Class,Home Office,United States,Houston,Texas,77070,Central,Furniture,Chairs,379.372,2,0.3,-119.2312,0,-0.680055684844708,0.16773474003277936
Second Class,Home Office,United States,Houston,Texas,77070,Central,Office Supplies,Storage,67.536,9,0.2,6.7536,1,0.38844170023735525,1.5903395357638161
Second Class,Home Office,United States,Houston,Texas,77070,Central,Office Supplies,Binders,1.524,2,0.8,-2.667,3,-1.399434438242867,1.6779909077891064
Second Class,Home Office,United States,Miami,Florida,33178,South,Office Supplies,Paper,37.408,7,0.2,13.0928,1,0.11600061729430901,1.0075217729075265
Second Class,Home Office,United States,Miami,Florida,33178,South,Office Supplies,Paper,25.344,6,0.2,8.8704,1,-0.03779277092758436,0.7233191756083458
Standard Class,Consumer,United States,Seattle,Washington,98115,West,Office Supplies,Art,46.2,4,0.0,21.252,0,0.02146274275534862,-0.5424984076781492
Standard Class,Corporate,United States,Murfreesboro,Tennessee,37130,South,Technology,Accessories,4.728,3,0.2,0.7092,0,-0.4705079586683299,-0.1275942929488034
Standard Class,Corporate,United States,Murfreesboro,Tennessee,37130,South,Furniture,Furnishings,53.352,3,0.2,16.0056,0,-0.37758506616847404,-0.12332951205076462
Standard Class,Corporate,United States,Murfreesboro,Tennessee,37130,South,Furniture,Bookcases,131.104,2,0.2,8.194,0,-0.44876844962250834,-0.3731303710061557
Standard Class,Corporate,United States,Murfreesboro,Tennessee,37130,South,Office Supplies,Storage,22.512,3,0.2,2.2512,0,-0.44785250044068287,-0.12265892185168287
Standard Class,Corporate,United States,Murfreesboro,Tennessee,37130,South,Technology,Accessories,72.744,7,0.2,-12.7302,1,0.08025095090586713,1.041389072503352
Standard Class,Corporate,United States,Saint Louis,Missouri,63116,Central,Office Supplies,Supplies,52.59,3,0.0,15.777,0,-0.11679752409884481,-0.8192035842333698
Second Class,Corporate,United States,Seattle,Washington,98105,West,Office Supplies,Paper,19.44,3,0.0,9.3312,0,-0.16901355624551637,-0.8254284913107409
Second Class,Corporate,United States,Seattle,Washington,98105,West,Furniture,Furnishings,126.3,3,0.0,40.416,0,0.02812257884756379,-0.8139470425528553
Second Class,Corporate,United States,Seattle,Washington,98105,West,Technology,Accessories,1287.45,5,0.0,244.6155,1,2.0558577701072984,-0.01093209885425971
Second Class,Corporate,United States,New York City,New York,10024,East,Office Supplies,Storage,64.96,4,0.0,9.744,0,0.008638361033273785,-0.5263518692865148
Standard Class,Corporate,United States,Woodbury,Minnesota,55125,Central,Office Supplies,Storage,535.41,3,0.0,160.623,0,0.7862065052351631,-0.7709901038867778
Standard Class,Corporate,United States,Chattanooga,Tennessee,37421,South,Office Supplies,Binders,8.1,5,0.7,-5.94,3,-0.882064102397106,2.185619013033066
First Class,Consumer,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Art,13.248,4,0.2,3.6432,0,-0.32397244748356463,0.15644198461013514
First Class,Consumer,United States,Philadelphia,Pennsylvania,19140,East,Technology,Phones,83.988,2,0.4,-20.997,0,-0.8411965358846087,0.3305035550973609
First Class,Consumer,United States,Lafayette,Louisiana,70506,South,Office Supplies,Art,73.2,5,0.0,21.228,1,0.17879005497165829,-0.24953512616698728
Same Day,Home Office,United States,Lawrence,Indiana,46226,Central,Office Supplies,Binders,10.74,3,0.0,5.1552,0,-0.18966329997675654,-0.8249928780078255
First Class,Consumer,United States,Hillsboro,Oregon,97123,West,Furniture,Furnishings,11.032,1,0.2,3.0338,0,-0.7165939337660328,-0.6943264556756692
First Class,Consumer,United States,Hillsboro,Oregon,97123,West,Technology,Accessories,53.04,3,0.2,-4.641,0,-0.4356328611324018,-0.106241322853692
Second Class,Home Office,United States,Cambridge,Massachusetts,2138,East,Office Supplies,Art,17.12,4,0.0,4.9648,0,-0.054070726589229665,-0.539102615057066
Second Class,Home Office,United States,Cambridge,Massachusetts,2138,East,Office Supplies,Paper,59.94,3,0.0,28.1718,0,-0.07456130535617878,-0.8269570841732717
Standard Class,Corporate,United States,San Diego,California,92105,West,Furniture,Furnishings,210.58,2,0.0,12.6348,0,-0.09216032069688525,-1.0448313952566226
Standard Class,Corporate,United States,San Diego,California,92105,West,Office Supplies,Binders,30.96,2,0.2,10.062,0,-0.5468440859647401,-0.4097105638635591
Standard Class,Corporate,United States,San Diego,California,92105,West,Technology,Machines,239.984,2,0.2,38.9974,0,-0.25033545562032855,-0.3607080610228448
First Class,Consumer,United States,New York City,New York,10009,East,Office Supplies,Binders,3050.376,3,0.2,1143.891,1,5.867303177282459,-0.014610160987083582
First Class,Consumer,United States,New York City,New York,10009,East,Technology,Phones,133.98,2,0.0,33.495,0,-0.11284993598485576,-1.0889966294823032
Standard Class,Home Office,United States,Tallahassee,Florida,32303,South,Office Supplies,Paper,93.248,4,0.2,31.4712,0,-0.16364807221398198,0.16124215025344116
Standard Class,Home Office,United States,Tallahassee,Florida,32303,South,Technology,Phones,177.48,3,0.2,19.9665,0,-0.2384729081705616,-0.08321628168654548
First Class,Consumer,United States,Toledo,Ohio,43615,East,Office Supplies,Labels,17.712,6,0.2,5.9778,1,-0.0537526075472272,0.7230593194474902
First Class,Consumer,United States,Toledo,Ohio,43615,East,Office Supplies,Binders,4.86,3,0.7,-3.564,3,-1.1378509899826343,1.6155061278783012
First Class,Consumer,United States,Toledo,Ohio,43615,East,Office Supplies,Binders,6.258,2,0.7,-5.215,3,-1.2705689503146247,1.3338699046190126
Standard Class,Corporate,United States,Columbia,Maryland,21044,East,Office Supplies,Appliances,37.68,2,0.0,10.5504,0,-0.276334206688831,-1.1035651039837957
Standard Class,Corporate,United States,Columbia,Maryland,21044,East,Office Supplies,Paper,51.84,8,0.0,24.8832,1,0.5556087042573095,0.5904509081408027
Standard Class,Corporate,United States,Columbia,Maryland,21044,East,Furniture,Furnishings,27.42,3,0.0,9.3228,0,-0.16080568349023938,-0.8226305770280534
Standard Class,Corporate,United States,Columbia,Maryland,21044,East,Office Supplies,Binders,5.4,3,0.0,2.592,0,-0.20233797026696607,-0.8247255015667257
Standard Class,Home Office,United States,Atlanta,Georgia,30318,South,Office Supplies,Binders,1270.99,1,0.0,635.495,0,2.6135661065202815,-1.4762679727254941
Standard Class,Home Office,United States,Atlanta,Georgia,30318,South,Office Supplies,Envelopes,125.36,8,0.0,58.9192,1,0.7266059578070939,0.5878138946382185
Standard Class,Consumer,United States,Sacramento,California,95823,West,Office Supplies,Storage,14.03,1,0.0,4.0687,0,-0.44839532905103524,-1.3899379243632186
Standard Class,Consumer,United States,Sacramento,California,95823,West,Office Supplies,Supplies,27.96,2,0.0,7.2696,0,-0.2955331832495509,-1.104231869311331
Standard Class,Corporate,United States,Fort Worth,Texas,76106,Central,Office Supplies,Art,5.344,2,0.2,0.7348,0,-0.5993449336756925,-0.41090051356518875
Standard Class,Corporate,United States,Fort Worth,Texas,76106,Central,Office Supplies,Binders,1.696,2,0.8,-2.544,3,-1.398913123968532,1.677948611709941
Standard Class,Corporate,United States,Fort Worth,Texas,76106,Central,Office Supplies,Appliances,24.588,3,0.8,-67.617,3,-1.427694143155475,2.023656854869408
Standard Class,Corporate,United States,Fort Worth,Texas,76106,Central,Office Supplies,Binders,7.98,5,0.8,-13.167,3,-1.0335002441106163,2.5394956669576434
Standard Class,Consumer,United States,Columbus,Ohio,43229,East,Technology,Accessories,288.0,4,0.2,57.6,0,0.11029201916334413,0.20759089710074488
Same Day,Home Office,United States,Louisville,Colorado,80027,West,Technology,Phones,146.952,3,0.2,9.1845,0,-0.3001079618012644,-0.08491239350626681
Same Day,Home Office,United States,Louisville,Colorado,80027,West,Furniture,Chairs,83.136,4,0.2,5.196,0,-0.24754159338895648,0.1795911634319334
First Class,Corporate,United States,Raleigh,North Carolina,27604,South,Office Supplies,Appliances,942.784,4,0.2,94.2784,1,0.8882501455833186,0.40604365097374806
First Class,Corporate,United States,Raleigh,North Carolina,27604,South,Office Supplies,Paper,74.352,3,0.2,23.235,0,-0.33571086882125845,-0.12200662350667257
Standard Class,Home Office,United States,New York City,New York,10024,East,Office Supplies,Appliances,26.88,6,0.0,6.72,1,0.21999198128373762,0.029849541224150716
Standard Class,Home Office,United States,New York City,New York,10024,East,Office Supplies,Binders,10.896,2,0.2,3.8136,0,-0.5850100161962327,-0.41152320741313975
Second Class,Home Office,United States,Chicago,Illinois,60623,Central,Office Supplies,Art,3.536,2,0.2,0.3094,0,-0.6023992617542868,-0.4111785105583124
First Class,Corporate,United States,Huntsville,Texas,77340,Central,Furniture,Chairs,528.43,5,0.3,0.0,1,0.19568859668783004,0.9710551289485057
First Class,Corporate,United States,Huntsville,Texas,77340,Central,Office Supplies,Paper,41.472,8,0.2,14.5152,1,0.2537134783938822,1.2912586801510428
Standard Class,Corporate,United States,New York City,New York,10024,East,Furniture,Bookcases,287.976,3,0.2,7.1994,0,-0.16019206570439729,-0.03393733143190404
Second Class,Consumer,United States,Salem,Oregon,97301,West,Office Supplies,Storage,29.304,3,0.2,2.5641,0,-0.4399717231292756,-0.12054412007352759
First Class,Corporate,United States,Houston,Texas,77070,Central,Office Supplies,Art,55.328,2,0.2,6.2244,0,-0.5324381010526907,-0.3979916453977053
First Class,Corporate,United States,Houston,Texas,77070,Central,Furniture,Bookcases,1227.9984,6,0.32,-36.1176,1,0.9196336262973623,1.5988853201606534
Standard Class,Corporate,United States,Twin Falls,Idaho,83301,West,Office Supplies,Binders,20.416,4,0.2,6.6352,0,-0.3082133130611006,0.1564567679588794
Standard Class,Corporate,United States,Twin Falls,Idaho,83301,West,Furniture,Tables,1128.39,3,0.0,259.5297,0,1.6743984170560742,-0.6459848477705454
Standard Class,Home Office,United States,Knoxville,Tennessee,37918,South,Office Supplies,Labels,4.608,2,0.2,1.6704,0,-0.5974882662880481,-0.41193721694219243
Standard Class,Corporate,United States,Phoenix,Arizona,85023,West,Technology,Phones,195.96,5,0.2,19.596,1,0.03864120810844314,0.49055617233211424
Standard Class,Corporate,United States,Phoenix,Arizona,85023,West,Office Supplies,Paper,15.552,3,0.2,5.4432,0,-0.4461071960896079,-0.12775183910550422
Standard Class,Corporate,United States,Phoenix,Arizona,85023,West,Technology,Accessories,271.968,4,0.2,54.3936,0,0.08479023925942068,0.20465460841290153
Standard Class,Consumer,United States,Monroe,North Carolina,28110,South,Furniture,Chairs,698.352,3,0.2,52.3764,0,0.38942085760555595,0.07195760624401705
Standard Class,Consumer,United States,Monroe,North Carolina,28110,South,Furniture,Bookcases,77.728,2,0.2,-3.8864,0,-0.5376013872277967,-0.3817358358137472
Standard Class,Corporate,United States,Richmond,Virginia,23223,South,Office Supplies,Binders,46.62,9,0.0,21.4452,1,0.6701559079263105,0.8749892428573408
Standard Class,Consumer,United States,Houston,Texas,77041,Central,Technology,Phones,537.544,7,0.2,47.0351,1,0.7267896767246798,1.1541670799361936
First Class,Corporate,United States,Los Angeles,California,90008,West,Office Supplies,Labels,14.62,2,0.0,6.8714,0,-0.3104067038613867,-1.108565712898404
First Class,Corporate,United States,Los Angeles,California,90008,West,Office Supplies,Fasteners,22.55,5,0.0,8.7945,1,0.09178174773579467,-0.25689309242948805
First Class,Corporate,United States,Los Angeles,California,90008,West,Technology,Phones,583.8,5,0.2,72.975,1,0.5879403070691899,0.5817376452006501
First Class,Corporate,United States,Los Angeles,California,90008,West,Technology,Phones,211.168,4,0.2,15.8376,0,-0.08572385114187189,0.2155051758337697
Standard Class,Consumer,United States,Orem,Utah,84057,West,Office Supplies,Paper,12.96,2,0.0,6.2208,0,-0.3139380083460815,-1.1086043712010498
Standard Class,Consumer,United States,Orem,Utah,84057,West,Office Supplies,Art,45.98,2,0.0,12.8744,0,-0.2612750815962422,-1.102598014415288
Standard Class,Home Office,United States,Burlington,Vermont,5408,East,Technology,Phones,1294.75,5,0.0,336.635,1,2.320665646702725,-0.08502540868762562
First Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Technology,Copiers,1799.97,5,0.4,239.996,1,2.0471803357694354,1.5637598698763475
Standard Class,Corporate,United States,Chicago,Illinois,60623,Central,Office Supplies,Paper,10.688,2,0.2,3.7408,0,-0.585428109901413,-0.41153531535458704
First Class,Consumer,United States,Oklahoma City,Oklahoma,73120,Central,Technology,Phones,221.98,2,0.0,62.1544,0,0.05805094446347288,-1.0820910548903055
First Class,Consumer,United States,Oklahoma City,Oklahoma,73120,Central,Furniture,Bookcases,341.96,2,0.0,54.7136,0,0.1610063570036034,-1.0339316494375794
First Class,Corporate,United States,New York City,New York,10035,East,Technology,Accessories,34.77,3,0.0,11.4741,0,-0.14720933510163337,-0.8218518914144025
First Class,Corporate,United States,New York City,New York,10035,East,Office Supplies,Labels,18.9,3,0.0,8.694,0,-0.17135211721239,-0.8250866032276295
Standard Class,Consumer,United States,Salt Lake City,Utah,84106,West,Office Supplies,Binders,102.72,3,0.2,37.236,0,-0.2673038283529057,-0.12374717078963844
Standard Class,Corporate,United States,Utica,New York,13501,East,Furniture,Furnishings,40.48,2,0.0,14.5728,0,-0.2621997556303732,-1.1059362386251106
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Binders,33.282,3,0.7,-27.735,3,-1.1761135994159482,1.6455793205041316
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Technology,Phones,118.65,5,0.4,19.775,3,-0.30281616516804855,1.1591667310886495
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Labels,14.76,5,0.2,4.9815,1,-0.18912710641930633,0.43935640776300305
Standard Class,Corporate,United States,Los Angeles,California,90004,West,Office Supplies,Paper,37.52,4,0.0,18.0096,0,0.0034438874967023885,-0.5428334291576528
Standard Class,Corporate,United States,Jackson,Michigan,49201,Central,Office Supplies,Appliances,207.144,3,0.1,48.3336,0,0.0025435738702194364,-0.4443686070984133
Standard Class,Corporate,United States,Jackson,Michigan,49201,Central,Office Supplies,Art,13.9,5,0.0,3.753,1,0.06876372167670992,-0.25571908558976203
Standard Class,Corporate,United States,Glendale,Arizona,85301,West,Furniture,Chairs,266.352,3,0.2,13.3176,0,-0.16539127377879273,-0.04659616104244245
Second Class,Consumer,United States,Wilmington,Delaware,19805,East,Technology,Phones,307.98,2,0.0,89.3142,0,0.22269608612823355,-1.0746358867465606
Second Class,Consumer,United States,Wilmington,Delaware,19805,East,Office Supplies,Paper,44.1,6,0.0,20.727,1,0.2769166514370972,0.02420510539714225
Second Class,Consumer,United States,Wilmington,Delaware,19805,East,Office Supplies,Art,13.12,4,0.0,5.6416,0,-0.056304451101108585,-0.5410653027126738
Second Class,Consumer,United States,Wilmington,Delaware,19805,East,Office Supplies,Envelopes,16.56,2,0.0,7.7832,0,-0.3058562889528139,-1.108646690688828
Second Class,Consumer,United States,Wilmington,Delaware,19805,East,Office Supplies,Paper,38.88,6,0.0,18.6624,1,0.26575980005617916,0.024099148360185323
Standard Class,Consumer,United States,Austin,Texas,78745,Central,Office Supplies,Paper,335.52,4,0.2,117.432,0,0.3265935200161447,0.17437423705609234
Standard Class,Consumer,United States,Orlando,Florida,32839,South,Technology,Copiers,959.984,2,0.2,311.9948,0,1.2556187568799062,-0.3362854579354453
Standard Class,Consumer,United States,Orlando,Florida,32839,South,Office Supplies,Binders,4.086,2,0.7,-2.9964,3,-1.2666063665292597,1.3312623183727048
Standard Class,Consumer,United States,Orlando,Florida,32839,South,Office Supplies,Art,55.984,2,0.2,4.1988,0,-0.5374248266344862,-0.3960750203047821
Standard Class,Consumer,United States,Orlando,Florida,32839,South,Office Supplies,Paper,10.688,2,0.2,3.7408,0,-0.585428109901413,-0.41153531535458704
Second Class,Consumer,United States,Reading,Pennsylvania,19601,East,Office Supplies,Envelopes,8.856,3,0.2,2.8782,0,-0.4601856110359393,-0.127957209529847
First Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Labels,6.912,3,0.2,2.5056,0,-0.46323259904222125,-0.1283267500835725
Second Class,Consumer,United States,Houston,Texas,77095,Central,Office Supplies,Paper,26.72,5,0.2,9.352,1,-0.16457087358397984,0.4398989376026812
Second Class,Consumer,United States,Houston,Texas,77095,Central,Office Supplies,Paper,33.488,7,0.2,10.465,1,0.10461005936161046,1.0083395865001856
Standard Class,Corporate,United States,Saint Charles,Missouri,63301,Central,Office Supplies,Paper,10.56,2,0.0,4.752,0,-0.32052023262019474,-1.1082203277148865
First Class,Corporate,United States,Indianapolis,Indiana,46203,Central,Office Supplies,Storage,386.34,2,0.0,54.0876,0,0.2050340247348332,-1.0178888121366076
Second Class,Corporate,United States,Seattle,Washington,98115,West,Office Supplies,Binders,33.44,10,0.2,11.704,1,0.4966565358059416,1.8577918007256333
Standard Class,Home Office,United States,Harrisonburg,Virginia,22801,South,Furniture,Furnishings,39.96,2,0.0,14.3856,0,-0.2632595286082009,-1.105962177208667
Standard Class,Consumer,United States,Rochester,New York,14609,East,Office Supplies,Binders,1217.568,2,0.2,456.588,0,1.9255853752102157,-0.3666352358005795
Standard Class,Home Office,United States,Sandy Springs,Georgia,30328,South,Office Supplies,Storage,15.51,1,0.0,3.8775,0,-0.4474032885700731,-1.3892610531014096
Standard Class,Home Office,United States,Sandy Springs,Georgia,30328,South,Technology,Phones,89.9,2,0.0,25.172,0,-0.18158872327497694,-1.0974805958792808
Standard Class,Home Office,United States,Sandy Springs,Georgia,30328,South,Office Supplies,Art,14.28,4,0.0,3.7128,0,-0.0605006576480821,-0.5390530373968355
Standard Class,Home Office,United States,Sandy Springs,Georgia,30328,South,Office Supplies,Art,12.72,3,0.0,4.9608,0,-0.18816445712585256,-0.8241384718242643
Standard Class,Home Office,United States,Sandy Springs,Georgia,30328,South,Office Supplies,Labels,15.75,5,0.0,7.56,1,0.08131601081479224,-0.25824305779523365
Second Class,Corporate,United States,Los Angeles,California,90004,West,Office Supplies,Art,70.95,3,0.0,18.447,0,-0.09039413994494402,-0.8150063158724895
Second Class,Corporate,United States,Los Angeles,California,90004,West,Office Supplies,Binders,65.568,2,0.2,23.7684,0,-0.472824168705167,-0.4090233563693988
Second Class,Corporate,United States,Los Angeles,California,90004,West,Technology,Accessories,299.97,3,0.0,131.9868,0,0.4632863446706676,-0.8294805280771166
Standard Class,Corporate,United States,San Francisco,California,94110,West,Technology,Accessories,89.97,3,0.0,39.5868,0,-0.011670129054207933,-0.8259623912366164
Standard Class,Corporate,United States,San Francisco,California,94110,West,Technology,Accessories,31.86,2,0.0,11.151,0,-0.2806583066397026,-1.1061008469445057
Second Class,Corporate,United States,Minneapolis,Minnesota,55407,Central,Office Supplies,Storage,67.15,5,0.0,16.7875,1,0.16013426505483735,-0.2479523926651109
Standard Class,Consumer,United States,Columbus,Ohio,43229,East,Office Supplies,Binders,7.236,3,0.7,-6.03,3,-1.1422948553846002,1.6183911293932811
